FID,Geocodigo,Nome,MoradDPPOColetDomicServLimpTot,MoradDPPOColetTot,MoradDPPODepCacambServLimpTot,MoradDPPOTot,PercMoradDPPOColetDomicServLimpTot,PercMoradDPPOColetTot,PercMoradDPPODepCacambServLimpTot
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f39,3157203,Santa Bárbara - MG,20667,29661,8994,30359,68.08,97.7,29.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f37,3157252,Santa Bárbara do Leste - MG,4568,7198,2630,8440,54.12,85.28,31.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f36,3157278,Santa Bárbara do Monte Verde - MG,1898,2655,757,3091,61.4,85.89,24.49
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f35,3157302,Santa Bárbara do Tugúrio - MG,1751,2814,1063,4208,41.61,66.87,25.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f34,2616100,Verdejante - PE,5862,5906,44,9164,63.97,64.45,0.48
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f33,2616183,Vertente do Lério - PE,1675,4320,2645,7550,22.19,57.22,35.03
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f32,3159100,Santana dos Montes - MG,2459,2611,152,3463,71.01,75.4,4.39
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f31,3159209,Santa Rita de Caldas - MG,5917,7260,1343,8418,70.29,86.24,15.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f2f,3159308,Santa Rita de Jacutinga - MG,3933,4144,211,4738,83.01,87.46,4.45
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f2e,3159357,Santa Rita de Minas - MG,4567,6157,1590,6751,67.65,91.2,23.55
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f2d,2616209,Vertentes - PE,18147,18622,475,21914,82.81,84.98,2.17
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f2c,2616308,Vicência - PE,19008,20299,1291,26350,72.14,77.04,4.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f2b,3159407,Santa Rita de Ibitipoca - MG,2544,2656,112,3297,77.16,80.56,3.4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f2a,3159506,Santa Rita do Itueto - MG,3667,4536,869,5826,62.94,77.86,14.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f29,3159605,Santa Rita do Sapucaí - MG,37969,39171,1202,40427,93.92,96.89,2.97
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f27,3159704,Santa Rosa da Serra - MG,3098,3161,63,3373,91.85,93.71,1.87
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f26,3159803,Santa Vitória - MG,18369,19214,845,20861,88.05,92.1,4.05
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f25,3159902,Santo Antônio do Amparo - MG,15179,16740,1561,17224,88.13,97.19,9.06
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f24,3160009,Santo Antônio do Aventureiro - MG,3297,3468,171,3768,87.5,92.04,4.54
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f23,3160108,Santo Antônio do Grama - MG,3684,3743,59,4224,87.22,88.61,1.4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f22,3160207,Santo Antônio do Itambé - MG,873,1292,419,3910,22.33,33.04,10.72
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f21,3160306,Santo Antônio do Jacinto - MG,5351,6593,1242,10323,51.84,63.87,12.03
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f20,3160405,Santo Antônio do Monte - MG,24830,25457,627,27233,91.18,93.48,2.3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f1f,3160454,Santo Antônio do Retiro - MG,3647,3664,17,6629,55.02,55.27,0.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f1e,3160504,Santo Antônio do Rio Abaixo - MG,927,1134,207,1808,51.27,62.72,11.45
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f1d,3160603,Santo Hipólito - MG,1994,2005,11,2703,73.77,74.18,0.41
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f1c,3160702,Santos Dumont - MG,39054,40785,1731,42225,92.49,96.59,4.1
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f1b,2616407,Vitória de Santo Antão - PE,105283,117150,11867,133715,78.74,87.61,8.87
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f1a,3160801,São Bento Abade - MG,4464,4523,59,4703,94.92,96.17,1.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f19,3160900,São Brás do Suaçuí - MG,3695,3927,232,3980,92.84,98.67,5.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-f18,3160959,São Domingos das Dores - MG,5082,5427,345,5619,90.44,96.58,6.14
